group_id	items_in_group	lo_value	p	FDR	goodsgrna
PNLIPRP2	9	7.5364e-02	2.4501e-01	0.815117	4
ACSL4	10	7.5383e-02	2.4506e-01	0.815117	4
MYO18A	8	7.5405e-02	2.4512e-01	0.815117	4
DNMT1	9	7.5409e-02	2.4513e-01	0.815117	3
EVC	2	7.5425e-02	2.4517e-01	0.815117	2
NDUFA9	11	7.5454e-02	2.4524e-01	0.815198	8
HIPK2	9	7.5506e-02	2.4537e-01	0.815439	7
FAM117B	2	7.5522e-02	2.4541e-01	0.815439	2
TAOK3	8	7.5554e-02	2.4549e-01	0.815439	3
ST13	12	7.5576e-02	2.4555e-01	0.815439	7
ATOH1	10	7.5578e-02	2.4555e-01	0.815439	7
LGR5	11	7.5584e-02	2.4557e-01	0.815439	5
KCNK17	10	7.5628e-02	2.4567e-01	0.815451	4
CCDC8	9	7.5644e-02	2.4571e-01	0.815451	5
RGS2	10	7.5708e-02	2.4585e-01	0.815451	2
MINOS1-NBL1	9	7.5732e-02	2.4590e-01	0.815451	4
CACNA1A	4	7.5745e-02	2.4594e-01	0.815451	3
MTDH	6	7.5750e-02	2.4595e-01	0.815451	3
ZIC4	6	7.5784e-02	2.4603e-01	0.815451	2
STIM1	11	7.5800e-02	2.4607e-01	0.815451	6
SPRR2D	10	7.5814e-02	2.4610e-01	0.815451	5
GGPS1	11	7.5905e-02	2.4632e-01	0.815451	7
EDN3	8	7.5918e-02	2.4634e-01	0.815451	6
ORC3	11	7.5919e-02	2.4634e-01	0.815451	8
KDM7A	6	7.5921e-02	2.4634e-01	0.815451	5
TMEM221	9	7.5924e-02	2.4635e-01	0.815451	6
CEACAM8	8	7.5950e-02	2.4642e-01	0.815451	5
HAUS2	8	7.5953e-02	2.4643e-01	0.815451	6
SLC5A11	9	7.5964e-02	2.4645e-01	0.815451	6
CHMP2A	6	7.5967e-02	2.4646e-01	0.815451	4
PTRH1	3	7.5989e-02	2.4651e-01	0.815451	3
FNDC3A	8	7.6020e-02	2.4657e-01	0.815451	3
negative2	8	7.6063e-02	2.4668e-01	0.815451	4
GSTZ1	8	7.6100e-02	2.4677e-01	0.815451	6
PLA2G2D	3	7.6131e-02	2.4684e-01	0.815451	3
ACER3	3	7.6131e-02	2.4684e-01	0.815451	3
SERGEF	3	7.6131e-02	2.4684e-01	0.815451	3
RAB40B	9	7.6171e-02	2.4694e-01	0.815451	5
TGFB1	6	7.6175e-02	2.4694e-01	0.815451	4
CSN3	12	7.6176e-02	2.4695e-01	0.815451	4
SRF	11	7.6181e-02	2.4696e-01	0.815451	4
TMEM132A	4	7.6184e-02	2.4697e-01	0.815451	3
PRSS54	9	7.6188e-02	2.4698e-01	0.815451	4
ZNF488	9	7.6191e-02	2.4698e-01	0.815451	7
HOXB4	10	7.6191e-02	2.4698e-01	0.815451	7
MB21D1	10	7.6218e-02	2.4705e-01	0.815528	6
SPINK14	4	7.6316e-02	2.4726e-01	0.816106	3
FAT4	11	7.6372e-02	2.4739e-01	0.816391	4
SLC12A9	12	7.6394e-02	2.4744e-01	0.816416	3
DHTKD1	8	7.6480e-02	2.4765e-01	0.816921	5
HGFAC	3	7.6508e-02	2.4772e-01	0.816921	3
FXYD1	9	7.6529e-02	2.4778e-01	0.816921	6
DDX21	12	7.6544e-02	2.4781e-01	0.816921	7
NTRK1	8	7.6545e-02	2.4781e-01	0.816921	4
TOMM34	10	7.6632e-02	2.4802e-01	0.817475	5
MED30	10	7.6675e-02	2.4813e-01	0.817689	6
COQ5	11	7.6703e-02	2.4819e-01	0.817749	6
SDR39U1	10	7.6729e-02	2.4825e-01	0.817817	6
LILRA6	9	7.6751e-02	2.4831e-01	0.817862	4
ECSIT	12	7.6792e-02	2.4841e-01	0.818029	6
OR1M1	9	7.6813e-02	2.4845e-01	0.818029	4
ZC3H11A	10	7.6927e-02	2.4873e-01	0.818029	5
KCNC2	9	7.6974e-02	2.4884e-01	0.818029	5
MCEE	11	7.6976e-02	2.4885e-01	0.818029	8
CX3CL1	8	7.6987e-02	2.4887e-01	0.818029	6
RAD51AP2	5	7.6989e-02	2.4888e-01	0.818029	4
BBIP1	8	7.6992e-02	2.4889e-01	0.818029	6
ATP6V0A4	6	7.7015e-02	2.4893e-01	0.818029	4
ETF1	11	7.7028e-02	2.4897e-01	0.818029	8
DNAJC18	8	7.7036e-02	2.4898e-01	0.818029	5
DGUOK	6	7.7050e-02	2.4902e-01	0.818029	4
SMAD5	9	7.7051e-02	2.4902e-01	0.818029	6
YPEL5	9	7.7051e-02	2.4902e-01	0.818029	6
ATP11AUN	8	7.7061e-02	2.4904e-01	0.818029	6
OXT	8	7.7065e-02	2.4905e-01	0.818029	3
ZNF596	6	7.7108e-02	2.4915e-01	0.818223	4
GSTP1	8	7.7156e-02	2.4926e-01	0.818284	6
PRR12	9	7.7164e-02	2.4927e-01	0.818284	7
HTATIP2	6	7.7174e-02	2.4930e-01	0.818284	5
POLDIP2	8	7.7215e-02	2.4938e-01	0.818428	2
C16orf93	9	7.7281e-02	2.4953e-01	0.818782	5
TRPC7	5	7.7333e-02	2.4966e-01	0.818893	4
CES4A	7	7.7344e-02	2.4969e-01	0.818893	4
SPDYA	7	7.7348e-02	2.4970e-01	0.818893	5
MTG2	8	7.7452e-02	2.4995e-01	0.819222	1
MBD2	3	7.7467e-02	2.4998e-01	0.819222	3
TBC1D28	11	7.7476e-02	2.5001e-01	0.819222	8
ZNF282	10	7.7516e-02	2.5009e-01	0.819222	7
TCEB3C	5	7.7517e-02	2.5009e-01	0.819222	4
ATXN7L2	7	7.7525e-02	2.5011e-01	0.819222	3
SRP14	9	7.7538e-02	2.5014e-01	0.819222	6
SPATA45	11	7.7559e-02	2.5019e-01	0.819222	5
MED1	8	7.7574e-02	2.5023e-01	0.819222	5
ANKRD33	8	7.7574e-02	2.5023e-01	0.819222	6
PITPNB	10	7.7599e-02	2.5028e-01	0.819242	7
MEX3A	6	7.7618e-02	2.5032e-01	0.819242	3
ABCC10	11	7.7679e-02	2.5047e-01	0.819585	7
CNGA2	6	7.7773e-02	2.5067e-01	0.820101	5
RAD18	6	7.7821e-02	2.5077e-01	0.820293	5
RECQL	8	7.7846e-02	2.5084e-01	0.820378	4
ZNF208	7	7.7942e-02	2.5106e-01	0.820684	4
CCDC79	9	7.7953e-02	2.5108e-01	0.820684	5
PTGIS	8	7.7958e-02	2.5109e-01	0.820684	5
NPHP1	7	7.8001e-02	2.5119e-01	0.820684	3
UBD	9	7.8008e-02	2.5121e-01	0.820684	2
SHB	11	7.8014e-02	2.5122e-01	0.820684	5
TCF25	10	7.8040e-02	2.5128e-01	0.820684	7
TMIE	9	7.8050e-02	2.5131e-01	0.820684	7
FNDC8	11	7.8075e-02	2.5136e-01	0.820684	5
ESYT2	7	7.8100e-02	2.5141e-01	0.820684	5
ZNF180	9	7.8109e-02	2.5143e-01	0.820684	6
PDCD1	9	7.8112e-02	2.5145e-01	0.820684	5
C2CD2	5	7.8150e-02	2.5153e-01	0.820825	4
ID3	6	7.8235e-02	2.5172e-01	0.821123	5
B3GALT2	10	7.8266e-02	2.5180e-01	0.821123	4
RABIF	10	7.8298e-02	2.5187e-01	0.821123	6
FAM25A	10	7.8305e-02	2.5188e-01	0.821123	5
MRPL36	6	7.8350e-02	2.5199e-01	0.821123	5
LHX9	8	7.8368e-02	2.5204e-01	0.821123	4
GLMN	11	7.8390e-02	2.5209e-01	0.821123	6
ANAPC5	9	7.8408e-02	2.5213e-01	0.821123	6
SGOL2	8	7.8409e-02	2.5213e-01	0.821123	5
RBM23	9	7.8410e-02	2.5213e-01	0.821123	4
XYLT2	10	7.8433e-02	2.5218e-01	0.821123	5
CEBPD	9	7.8436e-02	2.5218e-01	0.821123	5
CSTF1	8	7.8445e-02	2.5221e-01	0.821123	6
TET2	8	7.8474e-02	2.5228e-01	0.821123	4
SMAD2	11	7.8482e-02	2.5229e-01	0.821123	6
BAG1	11	7.8494e-02	2.5232e-01	0.821123	7
CCDC153	7	7.8517e-02	2.5238e-01	0.821123	5
OR2G2	9	7.8528e-02	2.5240e-01	0.821123	3
STARD7	8	7.8554e-02	2.5246e-01	0.821167	4
ANO4	11	7.8592e-02	2.5255e-01	0.821333	3
FUT10	2	7.8636e-02	2.5265e-01	0.821380	2
HEG1	3	7.8636e-02	2.5265e-01	0.821380	3
CD37	11	7.8656e-02	2.5270e-01	0.821400	4
ASB10	8	7.8726e-02	2.5287e-01	0.821530	6
MCUR1	8	7.8739e-02	2.5290e-01	0.821530	5
OR10A2	8	7.8747e-02	2.5292e-01	0.821530	3
PTBP2	7	7.8748e-02	2.5292e-01	0.821530	4
C8orf31	9	7.8763e-02	2.5295e-01	0.821530	4
KPNA7	10	7.8825e-02	2.5309e-01	0.821672	4
CDCA8	9	7.8834e-02	2.5311e-01	0.821672	6
LYZL1	11	7.8845e-02	2.5313e-01	0.821672	6
FAM76B	8	7.8882e-02	2.5322e-01	0.821823	5
PKD2	11	7.8930e-02	2.5332e-01	0.822009	8
STAC2	9	7.8944e-02	2.5336e-01	0.822009	3
ENGASE	9	7.9038e-02	2.5357e-01	0.822564	6
ARL8B	9	7.9128e-02	2.5377e-01	0.822594	4
MBOAT7	6	7.9138e-02	2.5379e-01	0.822594	5
ZNF17	7	7.9143e-02	2.5381e-01	0.822594	4
ATXN2	8	7.9150e-02	2.5382e-01	0.822594	6
ATP5J2-PTCD1	8	7.9155e-02	2.5383e-01	0.822594	5
ANGPTL5	10	7.9171e-02	2.5387e-01	0.822594	3
HOXC5	9	7.9211e-02	2.5397e-01	0.822594	6
TUBB2B	9	7.9225e-02	2.5400e-01	0.822594	6
IL12B	11	7.9226e-02	2.5400e-01	0.822594	3
negative142	7	7.9257e-02	2.5407e-01	0.822594	5
SNAPC2	3	7.9267e-02	2.5410e-01	0.822594	3
FAM63B	2	7.9292e-02	2.5414e-01	0.822594	2
FDX1L	8	7.9292e-02	2.5414e-01	0.822594	4
FST	3	7.9342e-02	2.5426e-01	0.822762	3
CCT7	11	7.9353e-02	2.5428e-01	0.822762	5
ZNF444	7	7.9375e-02	2.5433e-01	0.822792	5
TDP2	8	7.9403e-02	2.5440e-01	0.822870	6
TMEM213	7	7.9484e-02	2.5461e-01	0.823392	3
RAB3GAP2	8	7.9511e-02	2.5467e-01	0.823404	5
PAFAH2	7	7.9552e-02	2.5475e-01	0.823404	5
ZBED9	11	7.9552e-02	2.5475e-01	0.823404	8
RPEL1	9	7.9566e-02	2.5478e-01	0.823404	6
NFYA	9	7.9630e-02	2.5492e-01	0.823702	5
UTP14C	9	7.9670e-02	2.5500e-01	0.823838	4
HES1	7	7.9694e-02	2.5506e-01	0.823879	4
MIR1-1HG	8	7.9777e-02	2.5525e-01	0.824342	5
ACVRL1	7	7.9796e-02	2.5529e-01	0.824342	5
SPAG9	7	7.9867e-02	2.5545e-01	0.824557	2
HLX	8	7.9887e-02	2.5548e-01	0.824557	5
NXPH1	10	7.9920e-02	2.5555e-01	0.824557	7
ZNF326	9	7.9981e-02	2.5569e-01	0.824557	5
MC3R	11	7.9982e-02	2.5569e-01	0.824557	6
NCAPH	10	8.0004e-02	2.5574e-01	0.824557	4
TRIM60	7	8.0018e-02	2.5577e-01	0.824557	5
RAB28	8	8.0024e-02	2.5579e-01	0.824557	6
WFDC5	11	8.0031e-02	2.5580e-01	0.824557	7
INTS5	6	8.0037e-02	2.5581e-01	0.824557	4
OR5A1	11	8.0049e-02	2.5584e-01	0.824557	5
LRPAP1	6	8.0067e-02	2.5588e-01	0.824557	5
NFE2L1	10	8.0093e-02	2.5594e-01	0.824557	6
LRRC59	8	8.0100e-02	2.5596e-01	0.824557	6
NAB2	10	8.0130e-02	2.5603e-01	0.824653	5
ROBO1	8	8.0153e-02	2.5608e-01	0.824655	6
TMEM133	8	8.0225e-02	2.5623e-01	0.824738	3
CDH9	7	8.0257e-02	2.5631e-01	0.824738	5
RNF126	8	8.0273e-02	2.5634e-01	0.824738	5
DZIP1L	9	8.0304e-02	2.5641e-01	0.824738	5
STRA8	6	8.0308e-02	2.5642e-01	0.824738	2
PKIA	12	8.0310e-02	2.5643e-01	0.824738	8
CD300E	8	8.0326e-02	2.5646e-01	0.824738	6
CLYBL	6	8.0342e-02	2.5649e-01	0.824738	2
AGPAT3	7	8.0356e-02	2.5652e-01	0.824738	5
GALR1	9	8.0362e-02	2.5653e-01	0.824738	6
CACNG6	10	8.0398e-02	2.5662e-01	0.824859	5
C5orf45	4	8.0502e-02	2.5685e-01	0.825232	3
METTL16	7	8.0514e-02	2.5688e-01	0.825232	3
SHISA8	3	8.0533e-02	2.5692e-01	0.825232	3
TBCCD1	8	8.0534e-02	2.5692e-01	0.825232	3
PTPN11	10	8.0583e-02	2.5702e-01	0.825232	6
ZNF226	11	8.0590e-02	2.5704e-01	0.825232	8
OR10C1	9	8.0604e-02	2.5707e-01	0.825232	5
NHLRC1	6	8.0607e-02	2.5708e-01	0.825232	4
NPTXR	11	8.0660e-02	2.5718e-01	0.825419	5
EIF2D	7	8.0753e-02	2.5740e-01	0.825889	4
TSPAN13	9	8.0759e-02	2.5741e-01	0.825889	4
KIAA2022	10	8.0791e-02	2.5749e-01	0.826010	5
RBM26	6	8.0818e-02	2.5756e-01	0.826097	5
PDCD2	9	8.0846e-02	2.5763e-01	0.826163	6
METTL14	9	8.0927e-02	2.5782e-01	0.826534	5
LMO4	10	8.0958e-02	2.5788e-01	0.826534	5
OR5B17	11	8.0972e-02	2.5791e-01	0.826534	6
TSSK6	6	8.0974e-02	2.5792e-01	0.826534	4
PXDN	6	8.1009e-02	2.5801e-01	0.826683	5
SMCO4	8	8.1081e-02	2.5817e-01	0.826959	6
ZNF580	7	8.1100e-02	2.5822e-01	0.826959	5
FBXL5	3	8.1118e-02	2.5826e-01	0.826959	3
DBX1	5	8.1119e-02	2.5826e-01	0.826959	3
FAM83A	6	8.1147e-02	2.5832e-01	0.827011	4
CYP2U1	6	8.1188e-02	2.5842e-01	0.827166	5
RUSC1	7	8.1238e-02	2.5854e-01	0.827404	3
RHOBTB3	9	8.1277e-02	2.5863e-01	0.827404	5
ASIP	8	8.1301e-02	2.5869e-01	0.827404	4
KRT76	9	8.1315e-02	2.5872e-01	0.827404	6
CATSPERG	7	8.1320e-02	2.5873e-01	0.827404	5
TNFRSF1B	8	8.1328e-02	2.5875e-01	0.827404	6
MAN1A1	7	8.1357e-02	2.5881e-01	0.827458	5
ZNF549	11	8.1440e-02	2.5899e-01	0.827832	2
DENR	10	8.1465e-02	2.5904e-01	0.827832	6
SLC19A1	10	8.1471e-02	2.5906e-01	0.827832	6
SMR3A	7	8.1510e-02	2.5915e-01	0.827977	4
OR2T2	10	8.1587e-02	2.5933e-01	0.828418	6
ASB6	8	8.1637e-02	2.5944e-01	0.828466	5
KCNQ5	10	8.1647e-02	2.5947e-01	0.828466	7
MAGEC1	8	8.1651e-02	2.5947e-01	0.828466	3
MURC	10	8.1692e-02	2.5956e-01	0.828602	6
BBS5	11	8.1756e-02	2.5972e-01	0.828791	3
GLRA1	9	8.1806e-02	2.5984e-01	0.828791	5
DHDDS	7	8.1820e-02	2.5987e-01	0.828791	5
BPIFA2	12	8.1872e-02	2.5999e-01	0.828791	6
GIT2	6	8.1877e-02	2.6000e-01	0.828791	5
CLNK	7	8.1884e-02	2.6002e-01	0.828791	5
CTSD	8	8.1885e-02	2.6002e-01	0.828791	6
C1orf54	11	8.1921e-02	2.6010e-01	0.828791	6
FAM58A	2	8.1928e-02	2.6011e-01	0.828791	2
SCN9A	8	8.1941e-02	2.6015e-01	0.828791	4
LAMA4	6	8.1941e-02	2.6015e-01	0.828791	5
ILVBL	8	8.1942e-02	2.6015e-01	0.828791	5
ANLN	5	8.1955e-02	2.6018e-01	0.828791	4
ISOC2	10	8.1976e-02	2.6024e-01	0.828834	6
DNAJB6	8	8.2021e-02	2.6034e-01	0.828886	6
SAMHD1	9	8.2036e-02	2.6037e-01	0.828886	5
PLCH2	7	8.2058e-02	2.6041e-01	0.828886	5
IRAK2	8	8.2066e-02	2.6043e-01	0.828886	3
OR1Q1	9	8.2106e-02	2.6051e-01	0.829002	4
C10orf111	9	8.2139e-02	2.6058e-01	0.829091	5
MYEF2	6	8.2179e-02	2.6068e-01	0.829257	5
ZNF562	9	8.2210e-02	2.6075e-01	0.829366	6
ETV6	11	8.2270e-02	2.6087e-01	0.829602	4
CD160	8	8.2306e-02	2.6095e-01	0.829702	6
GRB10	7	8.2322e-02	2.6099e-01	0.829702	5
RAD17	11	8.2394e-02	2.6113e-01	0.829799	5
B4GALT6	9	8.2427e-02	2.6119e-01	0.829799	6
GPX6	12	8.2468e-02	2.6128e-01	0.829799	3
OR4Q3	10	8.2484e-02	2.6131e-01	0.829799	6
PIGF	7	8.2487e-02	2.6133e-01	0.829799	4
SDS	9	8.2491e-02	2.6134e-01	0.829799	4
CKAP2L	7	8.2541e-02	2.6145e-01	0.829799	5
ZBTB48	12	8.2543e-02	2.6145e-01	0.829799	8
ALDH3B1	9	8.2563e-02	2.6150e-01	0.829799	6
PER1	11	8.2569e-02	2.6151e-01	0.829799	5
DIS3L	8	8.2576e-02	2.6153e-01	0.829799	3
NAA10	9	8.2592e-02	2.6156e-01	0.829799	5
SPARCL1	9	8.2639e-02	2.6166e-01	0.829799	6
HOXA13	12	8.2653e-02	2.6168e-01	0.829799	7
WDSUB1	10	8.2669e-02	2.6172e-01	0.829799	5
FAM133A	7	8.2690e-02	2.6176e-01	0.829799	5
ZNF578	8	8.2695e-02	2.6177e-01	0.829799	4
ZNF808	10	8.2721e-02	2.6184e-01	0.829799	4
MPHOSPH6	9	8.2736e-02	2.6187e-01	0.829799	5
PXDNL	8	8.2744e-02	2.6189e-01	0.829799	3
negative64	9	8.2778e-02	2.6196e-01	0.829869	2
CSAG1	8	8.2824e-02	2.6206e-01	0.829869	6
IER5	6	8.2840e-02	2.6210e-01	0.829869	4
AGFG1	3	8.2848e-02	2.6212e-01	0.829869	3
SMIM10	10	8.2852e-02	2.6213e-01	0.829869	7
CPSF3	6	8.2881e-02	2.6220e-01	0.829950	4
LONP1	11	8.2917e-02	2.6228e-01	0.829952	6
SMPD1	3	8.2947e-02	2.6235e-01	0.829952	3
AAR2	12	8.2984e-02	2.6244e-01	0.829952	7
COL4A3BP	9	8.2985e-02	2.6244e-01	0.829952	4
IRS4	10	8.2987e-02	2.6245e-01	0.829952	5
MRGPRX2	11	8.3007e-02	2.6250e-01	0.829952	7
OR7A10	10	8.3025e-02	2.6254e-01	0.829952	3
SFRP1	8	8.3029e-02	2.6255e-01	0.829952	6
TRPC4AP	7	8.3081e-02	2.6267e-01	0.830130	5
TOMM40	3	8.3137e-02	2.6279e-01	0.830130	3
PSMA7	3	8.3137e-02	2.6279e-01	0.830130	3
RABGGTB	10	8.3139e-02	2.6280e-01	0.830130	4
NDUFB8	10	8.3197e-02	2.6293e-01	0.830130	4
KRT9	7	8.3199e-02	2.6294e-01	0.830130	5
HSD17B7	11	8.3199e-02	2.6294e-01	0.830130	4
TRIM32	7	8.3216e-02	2.6298e-01	0.830130	4
IGFL1	12	8.3225e-02	2.6300e-01	0.830130	3
YAE1D1	6	8.3277e-02	2.6312e-01	0.830280	4
SDCCAG8	8	8.3283e-02	2.6314e-01	0.830280	6
TSPYL6	7	8.3297e-02	2.6317e-01	0.830280	2
PDCD4	6	8.3344e-02	2.6328e-01	0.830472	5
KIAA1715	8	8.3378e-02	2.6335e-01	0.830562	4
CDKL1	11	8.3420e-02	2.6344e-01	0.830717	4
HDGFRP2	7	8.3450e-02	2.6351e-01	0.830720	5
NLRP5	9	8.3554e-02	2.6374e-01	0.830720	6
SLC25A30	8	8.3569e-02	2.6378e-01	0.830720	6
CDX1	9	8.3582e-02	2.6381e-01	0.830720	4
ALDH16A1	8	8.3588e-02	2.6383e-01	0.830720	3
GPX7	10	8.3595e-02	2.6384e-01	0.830720	6
CRYZ	10	8.3656e-02	2.6397e-01	0.830720	3
SNIP1	7	8.3665e-02	2.6399e-01	0.830720	5
C1orf229	9	8.3681e-02	2.6403e-01	0.830720	4
OR52N1	8	8.3690e-02	2.6405e-01	0.830720	5
RASGRP2	10	8.3708e-02	2.6408e-01	0.830720	6
GMPPA	9	8.3713e-02	2.6409e-01	0.830720	6
HARBI1	9	8.3731e-02	2.6413e-01	0.830720	6
INTS1	7	8.3732e-02	2.6413e-01	0.830720	5
TIGD5	6	8.3758e-02	2.6419e-01	0.830720	2
PON3	11	8.3764e-02	2.6421e-01	0.830720	5
SCG5	10	8.3768e-02	2.6422e-01	0.830720	7
OR2A42	6	8.3799e-02	2.6428e-01	0.830720	5
C10orf62	5	8.3804e-02	2.6430e-01	0.830720	3
PIWIL4	7	8.3810e-02	2.6431e-01	0.830720	5
PLEKHA3	8	8.3835e-02	2.6437e-01	0.830761	2
IQCF3	10	8.3869e-02	2.6444e-01	0.830830	6
C1orf158	7	8.3942e-02	2.6461e-01	0.830904	2
DUSP5	9	8.3947e-02	2.6462e-01	0.830904	3
HIST3H3	5	8.3947e-02	2.6462e-01	0.830904	4
TUBB3	8	8.3958e-02	2.6463e-01	0.830904	5
RNF125	4	8.4103e-02	2.6495e-01	0.831324	3
ILDR2	9	8.4106e-02	2.6496e-01	0.831324	4
ZNF385D	6	8.4134e-02	2.6502e-01	0.831324	5
RHBDD1	9	8.4139e-02	2.6503e-01	0.831324	6
CCDC178	9	8.4139e-02	2.6503e-01	0.831324	6
EGF	8	8.4139e-02	2.6503e-01	0.831324	6
ZCWPW1	10	8.4172e-02	2.6510e-01	0.831420	3
PCSK5	8	8.4232e-02	2.6523e-01	0.831507	5
MGST1	10	8.4234e-02	2.6523e-01	0.831507	6
SH3PXD2B	11	8.4249e-02	2.6526e-01	0.831507	6
PMPCA	2	8.4289e-02	2.6535e-01	0.831635	2
MNAT1	7	8.4323e-02	2.6543e-01	0.831726	5
NME1-NME2	7	8.4345e-02	2.6548e-01	0.831726	5
FBXL19	10	8.4355e-02	2.6551e-01	0.831726	7
NEK1	9	8.4402e-02	2.6562e-01	0.831937	6
ACAT2	11	8.4450e-02	2.6572e-01	0.831994	5
BTBD11	8	8.4462e-02	2.6575e-01	0.831994	4
FN1	5	8.4470e-02	2.6577e-01	0.831994	4
BCL2A1	4	8.4530e-02	2.6589e-01	0.831994	3
AMT	11	8.4532e-02	2.6590e-01	0.831994	5
OR5T3	11	8.4532e-02	2.6590e-01	0.831994	2
ARRDC1	6	8.4583e-02	2.6601e-01	0.832184	3
ZNF705B	3	8.4596e-02	2.6604e-01	0.832184	1
SLF1	10	8.4692e-02	2.6625e-01	0.832493	5
CYB5R3	10	8.4693e-02	2.6625e-01	0.832493	7
NDEL1	12	8.4701e-02	2.6627e-01	0.832493	4
CYP2A7	5	8.4750e-02	2.6638e-01	0.832566	4
SLC35B4	9	8.4752e-02	2.6638e-01	0.832566	6
OR7G1	10	8.4854e-02	2.6661e-01	0.833135	5
MSTO1	11	8.4913e-02	2.6675e-01	0.833194	8
TST	5	8.4922e-02	2.6677e-01	0.833194	4
SLC52A3	10	8.4924e-02	2.6677e-01	0.833194	4
PRRX1	8	8.4960e-02	2.6686e-01	0.833194	3
DGAT1	3	8.4975e-02	2.6689e-01	0.833194	3
APBB2	6	8.4984e-02	2.6691e-01	0.833194	4
MX1	8	8.4999e-02	2.6694e-01	0.833194	6
NME8	10	8.5016e-02	2.6698e-01	0.833194	4
ARR3	12	8.5080e-02	2.6712e-01	0.833511	4
HFE	4	8.5194e-02	2.6738e-01	0.834167	3
C17orf80	7	8.5227e-02	2.6745e-01	0.834241	3
NEURL1B	9	8.5254e-02	2.6751e-01	0.834241	6
TSHR	9	8.5262e-02	2.6753e-01	0.834241	6
SPINK5	8	8.5294e-02	2.6760e-01	0.834309	6
MARCH6	10	8.5318e-02	2.6765e-01	0.834316	3
CHURC1-FNTB	7	8.5351e-02	2.6772e-01	0.834316	2
CASS4	10	8.5357e-02	2.6773e-01	0.834316	6
PLEKHH1	9	8.5391e-02	2.6780e-01	0.834385	3
DCAF8L1	6	8.5470e-02	2.6797e-01	0.834426	4
SLC6A3	10	8.5498e-02	2.6804e-01	0.834426	6
SLC22A15	8	8.5507e-02	2.6806e-01	0.834426	6
C1orf115	6	8.5517e-02	2.6808e-01	0.834426	4
TMEM54	3	8.5523e-02	2.6809e-01	0.834426	3
FAM189A2	11	8.5540e-02	2.6813e-01	0.834426	4
PDE4A	8	8.5551e-02	2.6815e-01	0.834426	5
DGKH	10	8.5553e-02	2.6816e-01	0.834426	5
PLCB2	9	8.5682e-02	2.6843e-01	0.834845	6
CSHL1	9	8.5682e-02	2.6843e-01	0.834845	6
OOEP	11	8.5690e-02	2.6844e-01	0.834845	3
DNAJC24	6	8.5709e-02	2.6849e-01	0.834845	4
TMEM126B	10	8.5719e-02	2.6851e-01	0.834845	5
SEMA5A	11	8.5791e-02	2.6866e-01	0.835080	6
SSBP2	9	8.5815e-02	2.6871e-01	0.835080	5
PROX1	4	8.5852e-02	2.6878e-01	0.835080	3
ARNTL	12	8.5861e-02	2.6879e-01	0.835080	6
IZUMO2	9	8.5929e-02	2.6896e-01	0.835080	4
NAA11	7	8.5950e-02	2.6901e-01	0.835080	5
RELA	8	8.5962e-02	2.6903e-01	0.835080	6
MKL1	11	8.5976e-02	2.6906e-01	0.835080	8
MMP23B	10	8.5999e-02	2.6911e-01	0.835080	7
ZNF705E	8	8.6011e-02	2.6914e-01	0.835080	6
GPR18	8	8.6025e-02	2.6917e-01	0.835080	6
DDIAS	11	8.6033e-02	2.6919e-01	0.835080	6
EIF4E	6	8.6049e-02	2.6922e-01	0.835080	5
GUCY2C	8	8.6069e-02	2.6927e-01	0.835080	4
OSGIN2	11	8.6077e-02	2.6928e-01	0.835080	4
LIN7C	6	8.6081e-02	2.6929e-01	0.835080	4
FAM71F1	6	8.6102e-02	2.6934e-01	0.835080	4
GRID2	9	8.6120e-02	2.6938e-01	0.835080	3
SMUG1	6	8.6152e-02	2.6945e-01	0.835127	5
UBXN4	8	8.6161e-02	2.6948e-01	0.835127	5
MALT1	5	8.6305e-02	2.6980e-01	0.835615	4
FAM9C	7	8.6328e-02	2.6985e-01	0.835615	5
AKAP9	10	8.6336e-02	2.6987e-01	0.835615	7
ARPC1B	8	8.6346e-02	2.6989e-01	0.835615	5
SLC12A2	2	8.6347e-02	2.6990e-01	0.835615	2
PFKFB1	10	8.6349e-02	2.6990e-01	0.835615	3
ETAA1	9	8.6371e-02	2.6995e-01	0.835645	5
GNGT1	10	8.6403e-02	2.7002e-01	0.835707	6
LRRC4	8	8.6461e-02	2.7014e-01	0.835929	4
RDX	5	8.6475e-02	2.7018e-01	0.835929	2
EMC4	11	8.6539e-02	2.7031e-01	0.836182	6
ZNF816	7	8.6558e-02	2.7036e-01	0.836182	5
TPRX1	7	8.6574e-02	2.7039e-01	0.836182	4
negative320	10	8.6598e-02	2.7044e-01	0.836218	3
TSPAN14	5	8.6664e-02	2.7058e-01	0.836364	4
PPM1M	11	8.6678e-02	2.7062e-01	0.836364	4
PNRC1	6	8.6679e-02	2.7062e-01	0.836364	3
GJA4	6	8.6699e-02	2.7067e-01	0.836364	5
NAGA	10	8.6715e-02	2.7071e-01	0.836364	4
IL4I1	10	8.6749e-02	2.7079e-01	0.836467	3
STAC	11	8.6775e-02	2.7085e-01	0.836471	5
CHRM5	8	8.6803e-02	2.7090e-01	0.836471	3
ANXA8L1	6	8.6815e-02	2.7092e-01	0.836471	5
GFM1	7	8.6892e-02	2.7109e-01	0.836713	3
CUL4B	7	8.6913e-02	2.7115e-01	0.836713	4
WDR36	10	8.6921e-02	2.7116e-01	0.836713	6
CHRNA5	11	8.6937e-02	2.7120e-01	0.836713	6
