group_id	items_in_group	lo_value	p	FDR	goodsgrna
MYL1	9	3.9479e-02	1.3468e-01	0.788295	4
ARHGEF25	10	3.9498e-02	1.3473e-01	0.788295	5
GUCY1B3	9	3.9498e-02	1.3473e-01	0.788295	6
FOLH1B	11	3.9503e-02	1.3474e-01	0.788295	6
FAM78A	9	3.9523e-02	1.3479e-01	0.788295	5
TENM1	7	3.9526e-02	1.3480e-01	0.788295	5
APOD	12	3.9574e-02	1.3495e-01	0.788658	5
GATA3	10	3.9587e-02	1.3498e-01	0.788658	2
AK8	9	3.9602e-02	1.3502e-01	0.788658	6
TTC26	6	3.9622e-02	1.3507e-01	0.788658	3
GRIP1	5	3.9628e-02	1.3509e-01	0.788658	4
TICAM1	7	3.9644e-02	1.3512e-01	0.788658	4
DRD1	11	3.9657e-02	1.3516e-01	0.788658	5
PNMA6A	8	3.9671e-02	1.3520e-01	0.788658	5
SNRNP70	10	3.9767e-02	1.3546e-01	0.789922	5
ADAMTS13	7	3.9797e-02	1.3554e-01	0.789922	5
ATP5S	11	3.9797e-02	1.3554e-01	0.789922	7
REC8	9	3.9835e-02	1.3564e-01	0.790145	2
CLCN3	9	3.9851e-02	1.3568e-01	0.790145	4
BPIFB1	7	3.9858e-02	1.3570e-01	0.790145	4
CRYBA1	11	3.9884e-02	1.3578e-01	0.790351	7
HIP1	4	3.9940e-02	1.3592e-01	0.790690	1
CTLA4	11	3.9955e-02	1.3596e-01	0.790690	7
RBAK-RBAKDN	12	3.9964e-02	1.3598e-01	0.790690	7
SPPL2B	5	3.9973e-02	1.3600e-01	0.790690	4
GSX2	11	4.0012e-02	1.3611e-01	0.790776	7
PRRC2C	11	4.0015e-02	1.3612e-01	0.790776	4
EML4	12	4.0023e-02	1.3614e-01	0.790776	5
GRINA	7	4.0056e-02	1.3622e-01	0.790817	3
CASP4	11	4.0076e-02	1.3628e-01	0.790817	7
NEXN	6	4.0086e-02	1.3630e-01	0.790817	2
HAT1	8	4.0089e-02	1.3631e-01	0.790817	5
SCNN1B	9	4.0136e-02	1.3643e-01	0.791037	5
WNT7A	9	4.0138e-02	1.3643e-01	0.791037	5
ATMIN	11	4.0175e-02	1.3653e-01	0.791320	2
TM4SF5	7	4.0209e-02	1.3663e-01	0.791320	5
FOCAD	9	4.0236e-02	1.3670e-01	0.791320	2
PLCXD2	11	4.0267e-02	1.3678e-01	0.791320	4
HAND1	10	4.0290e-02	1.3684e-01	0.791320	5
F9	10	4.0304e-02	1.3688e-01	0.791320	6
CSNK2A3	8	4.0309e-02	1.3690e-01	0.791320	5
ULK2	7	4.0326e-02	1.3694e-01	0.791320	4
NTN3	5	4.0347e-02	1.3699e-01	0.791320	4
EDC3	7	4.0361e-02	1.3703e-01	0.791320	4
IQGAP1	10	4.0365e-02	1.3704e-01	0.791320	2
ZBTB33	8	4.0366e-02	1.3704e-01	0.791320	4
FAM76B	8	4.0377e-02	1.3707e-01	0.791320	3
ARMC5	7	4.0395e-02	1.3711e-01	0.791320	4
DRAP1	9	4.0397e-02	1.3711e-01	0.791320	6
OR51I2	8	4.0411e-02	1.3715e-01	0.791320	3
SUPT3H	11	4.0459e-02	1.3728e-01	0.791838	5
CD79B	9	4.0524e-02	1.3745e-01	0.792308	5
ACRV1	10	4.0530e-02	1.3746e-01	0.792308	6
OR5H1	8	4.0539e-02	1.3748e-01	0.792308	5
UGT2B17	10	4.0575e-02	1.3757e-01	0.792580	4
ZNF264	11	4.0635e-02	1.3775e-01	0.793018	5
CCDC28B	12	4.0638e-02	1.3776e-01	0.793018	6
GALNT6	8	4.0643e-02	1.3777e-01	0.793018	4
FNIP1	7	4.0708e-02	1.3795e-01	0.793521	4
XCL2	6	4.0729e-02	1.3800e-01	0.793521	4
CCDC106	9	4.0729e-02	1.3800e-01	0.793521	6
PRSS12	8	4.0738e-02	1.3803e-01	0.793521	1
NCF1	11	4.0767e-02	1.3810e-01	0.793694	7
CLUAP1	7	4.0801e-02	1.3819e-01	0.793955	5
HIGD2A	8	4.0834e-02	1.3827e-01	0.793955	3
TMPRSS15	9	4.0841e-02	1.3829e-01	0.793955	6
SHROOM3	7	4.0860e-02	1.3834e-01	0.793955	4
PRPS2	10	4.0870e-02	1.3837e-01	0.793955	6
CYTH3	10	4.0883e-02	1.3841e-01	0.793955	6
MPST	10	4.0930e-02	1.3854e-01	0.793955	6
ABL1	2	4.0967e-02	1.3864e-01	0.793955	2
AMFR	11	4.0970e-02	1.3864e-01	0.793955	7
EPAS1	11	4.0976e-02	1.3866e-01	0.793955	4
PPFIBP1	9	4.0987e-02	1.3869e-01	0.793955	3
HRASLS2	11	4.1005e-02	1.3874e-01	0.793955	6
PDSS1	6	4.1009e-02	1.3875e-01	0.793955	4
PON1	10	4.1015e-02	1.3876e-01	0.793955	4
KIRREL2	12	4.1023e-02	1.3878e-01	0.793955	7
STK16	11	4.1044e-02	1.3883e-01	0.793955	7
TES	8	4.1050e-02	1.3885e-01	0.793955	5
NRIP3	9	4.1118e-02	1.3903e-01	0.794276	3
SMIM10L1	5	4.1122e-02	1.3904e-01	0.794276	1
PNLIPRP3	9	4.1143e-02	1.3910e-01	0.794276	4
ANKRD20A4	10	4.1151e-02	1.3912e-01	0.794276	5
HMHA1	11	4.1155e-02	1.3913e-01	0.794276	5
LRRC15	9	4.1168e-02	1.3916e-01	0.794276	6
PAMR1	8	4.1182e-02	1.3920e-01	0.794276	5
CFAP99	11	4.1195e-02	1.3924e-01	0.794276	5
MTUS1	10	4.1225e-02	1.3931e-01	0.794346	6
CLEC18C	7	4.1233e-02	1.3933e-01	0.794346	4
COTL1	9	4.1291e-02	1.3948e-01	0.794396	6
OR2M4	11	4.1328e-02	1.3956e-01	0.794396	7
PLEKHF1	4	4.1332e-02	1.3957e-01	0.794396	2
GPX6	12	4.1343e-02	1.3961e-01	0.794396	7
DCAF5	11	4.1358e-02	1.3964e-01	0.794396	6
CLDN17	12	4.1374e-02	1.3969e-01	0.794396	7
PTGR1	9	4.1385e-02	1.3971e-01	0.794396	6
ABCA10	9	4.1393e-02	1.3974e-01	0.794396	4
NCOA2	12	4.1399e-02	1.3975e-01	0.794396	7
TNRC6C	11	4.1424e-02	1.3982e-01	0.794396	2
PTTG1	10	4.1444e-02	1.3988e-01	0.794396	6
negative153	7	4.1451e-02	1.3990e-01	0.794396	5
GPR176	9	4.1494e-02	1.4001e-01	0.794396	4
C7orf43	8	4.1504e-02	1.4004e-01	0.794396	3
TXNRD3NB	10	4.1504e-02	1.4004e-01	0.794396	5
H1FOO	9	4.1509e-02	1.4005e-01	0.794396	4
POU3F2	6	4.1510e-02	1.4005e-01	0.794396	2
ELF1	10	4.1560e-02	1.4018e-01	0.794810	5
FAM122A	11	4.1569e-02	1.4021e-01	0.794810	7
ATP5B	10	4.1620e-02	1.4034e-01	0.794945	3
KIAA1462	9	4.1623e-02	1.4035e-01	0.794945	6
IRGC	4	4.1624e-02	1.4036e-01	0.794945	2
PRRC1	11	4.1652e-02	1.4043e-01	0.795124	6
MED1	8	4.1696e-02	1.4054e-01	0.795212	2
FAM170A	9	4.1701e-02	1.4057e-01	0.795212	6
LRRC23	8	4.1737e-02	1.4067e-01	0.795212	5
ABCA13	10	4.1745e-02	1.4069e-01	0.795212	4
ZKSCAN4	11	4.1787e-02	1.4080e-01	0.795212	6
CCDC113	8	4.1790e-02	1.4081e-01	0.795212	5
ARSH	11	4.1806e-02	1.4085e-01	0.795212	6
CD33	10	4.1823e-02	1.4089e-01	0.795212	6
SNAP23	8	4.1828e-02	1.4090e-01	0.795212	3
negative322	8	4.1835e-02	1.4092e-01	0.795212	3
IQCF2	11	4.1838e-02	1.4093e-01	0.795212	6
DYNLRB2	9	4.1844e-02	1.4094e-01	0.795212	5
negative92	9	4.1892e-02	1.4108e-01	0.795720	6
C14orf119	11	4.1940e-02	1.4120e-01	0.796170	7
C12orf77	8	4.1983e-02	1.4131e-01	0.796552	3
POM121C	10	4.2038e-02	1.4145e-01	0.797120	3
GPR156	10	4.2098e-02	1.4161e-01	0.797278	4
SLC12A3	2	4.2103e-02	1.4162e-01	0.797278	2
SLC17A2	7	4.2122e-02	1.4167e-01	0.797278	4
C12orf49	8	4.2126e-02	1.4169e-01	0.797278	4
CMC4	12	4.2142e-02	1.4172e-01	0.797278	7
METTL4	9	4.2167e-02	1.4179e-01	0.797278	6
TRIM8	9	4.2170e-02	1.4180e-01	0.797278	3
SMC3	12	4.2173e-02	1.4181e-01	0.797278	2
SLC22A25	9	4.2192e-02	1.4187e-01	0.797352	6
TBX1	6	4.2229e-02	1.4196e-01	0.797653	4
BPIFC	10	4.2261e-02	1.4205e-01	0.797752	5
negative162	11	4.2280e-02	1.4209e-01	0.797752	6
SET	9	4.2294e-02	1.4212e-01	0.797752	3
PNRC2	11	4.2304e-02	1.4215e-01	0.797752	6
CAMKV	10	4.2337e-02	1.4223e-01	0.797885	4
ZNF860	10	4.2347e-02	1.4225e-01	0.797885	6
SH3GLB1	7	4.2365e-02	1.4230e-01	0.797930	4
TEDDM1	11	4.2409e-02	1.4242e-01	0.798345	4
STK17A	11	4.2423e-02	1.4246e-01	0.798345	6
ABCE1	5	4.2442e-02	1.4251e-01	0.798387	2
HUS1B	10	4.2456e-02	1.4256e-01	0.798411	5
TRIB1	11	4.2504e-02	1.4268e-01	0.798865	6
SDAD1	10	4.2544e-02	1.4279e-01	0.799079	5
SLMAP	10	4.2548e-02	1.4280e-01	0.799079	5
FAT4	11	4.2592e-02	1.4293e-01	0.799212	5
SLC5A1	11	4.2606e-02	1.4297e-01	0.799212	5
IQCF5	11	4.2642e-02	1.4305e-01	0.799212	7
ZNF547	6	4.2660e-02	1.4310e-01	0.799212	4
SLC10A6	9	4.2665e-02	1.4312e-01	0.799212	6
LRRIQ1	7	4.2667e-02	1.4312e-01	0.799212	5
PAIP1	10	4.2685e-02	1.4317e-01	0.799212	3
ZNF559	10	4.2743e-02	1.4331e-01	0.799212	5
TRIM59	9	4.2759e-02	1.4335e-01	0.799212	5
SLC7A7	7	4.2765e-02	1.4336e-01	0.799212	4
INHBA	10	4.2814e-02	1.4350e-01	0.799212	4
PTPRK	9	4.2828e-02	1.4355e-01	0.799212	5
negative235	9	4.2828e-02	1.4355e-01	0.799212	4
HMP19	8	4.2843e-02	1.4359e-01	0.799212	3
MCC	9	4.2857e-02	1.4362e-01	0.799212	6
GFRA2	11	4.2858e-02	1.4362e-01	0.799212	7
RAPGEF4	10	4.2865e-02	1.4363e-01	0.799212	6
TAF11	8	4.2868e-02	1.4365e-01	0.799212	2
ANKRD44	10	4.2874e-02	1.4366e-01	0.799212	3
CCM2	3	4.2879e-02	1.4367e-01	0.799212	2
AIG1	11	4.2893e-02	1.4370e-01	0.799212	7
DLD	11	4.2934e-02	1.4380e-01	0.799390	4
CXCL14	7	4.2958e-02	1.4386e-01	0.799390	3
C18orf25	12	4.2960e-02	1.4386e-01	0.799390	3
PDE6A	10	4.2993e-02	1.4395e-01	0.799650	1
GFM1	7	4.3020e-02	1.4402e-01	0.799827	4
RNF2	12	4.3048e-02	1.4409e-01	0.799977	7
XKR4	9	4.3109e-02	1.4426e-01	0.800508	5
PCDHB16	8	4.3115e-02	1.4427e-01	0.800508	5
OR1L1	8	4.3175e-02	1.4442e-01	0.801087	4
PDIA4	9	4.3202e-02	1.4448e-01	0.801117	5
USE1	6	4.3237e-02	1.4458e-01	0.801117	3
TMED6	11	4.3239e-02	1.4459e-01	0.801117	6
NEUROG3	9	4.3246e-02	1.4461e-01	0.801117	6
ZNF814	9	4.3279e-02	1.4468e-01	0.801117	4
UGT1A9	11	4.3286e-02	1.4470e-01	0.801117	7
PURG	9	4.3295e-02	1.4472e-01	0.801117	4
FCGR3A	9	4.3321e-02	1.4479e-01	0.801132	5
MEP1A	8	4.3325e-02	1.4481e-01	0.801132	4
POU2F1	10	4.3366e-02	1.4492e-01	0.801511	6
ACBD4	3	4.3430e-02	1.4508e-01	0.802208	2
SMIM3	11	4.3454e-02	1.4515e-01	0.802254	7
C20orf96	7	4.3465e-02	1.4518e-01	0.802254	4
LRGUK	8	4.3509e-02	1.4529e-01	0.802307	4
AAAS	10	4.3530e-02	1.4534e-01	0.802307	2
RPS6KA1	11	4.3546e-02	1.4539e-01	0.802307	5
LUZP6	10	4.3569e-02	1.4545e-01	0.802307	5
C4orf32	9	4.3621e-02	1.4558e-01	0.802307	3
XAB2	6	4.3629e-02	1.4561e-01	0.802307	1
GPR89A	9	4.3631e-02	1.4561e-01	0.802307	3
KATNBL1	9	4.3638e-02	1.4563e-01	0.802307	6
WSB2	6	4.3657e-02	1.4568e-01	0.802307	4
ANKRD23	11	4.3663e-02	1.4569e-01	0.802307	6
OSCAR	7	4.3669e-02	1.4571e-01	0.802307	3
PHF11	9	4.3675e-02	1.4573e-01	0.802307	1
OR5K1	9	4.3676e-02	1.4573e-01	0.802307	4
UEVLD	11	4.3721e-02	1.4585e-01	0.802704	7
PGAP1	10	4.3777e-02	1.4598e-01	0.803085	6
KLF17	7	4.3795e-02	1.4603e-01	0.803085	5
MUC12	8	4.3810e-02	1.4607e-01	0.803085	4
DET1	11	4.3819e-02	1.4610e-01	0.803085	5
CCL3L3	9	4.3829e-02	1.4613e-01	0.803085	6
FAM200B	10	4.3851e-02	1.4618e-01	0.803106	5
MAGEA11	11	4.3876e-02	1.4624e-01	0.803106	6
LRTM1	12	4.3889e-02	1.4627e-01	0.803106	7
IGF1	9	4.3901e-02	1.4631e-01	0.803106	6
KIAA1109	11	4.3925e-02	1.4637e-01	0.803106	5
MAGEC3	6	4.3929e-02	1.4638e-01	0.803106	4
SMPX	10	4.3998e-02	1.4657e-01	0.803879	6
MAP2K4	6	4.4018e-02	1.4662e-01	0.803917	4
PRPS1	10	4.4043e-02	1.4669e-01	0.803917	6
FUT8	5	4.4048e-02	1.4671e-01	0.803917	4
negative68	11	4.4061e-02	1.4674e-01	0.803917	6
GEMIN2	7	4.4101e-02	1.4685e-01	0.804188	3
R3HCC1L	11	4.4123e-02	1.4691e-01	0.804188	7
ADAM22	8	4.4126e-02	1.4692e-01	0.804188	5
GPBAR1	9	4.4145e-02	1.4697e-01	0.804235	4
MMRN1	10	4.4159e-02	1.4701e-01	0.804238	6
EPO	9	4.4201e-02	1.4713e-01	0.804415	2
PAGE3	10	4.4245e-02	1.4725e-01	0.804415	3
TSPAN13	9	4.4250e-02	1.4726e-01	0.804415	4
GFRAL	12	4.4252e-02	1.4727e-01	0.804415	5
DOCK5	8	4.4258e-02	1.4728e-01	0.804415	2
NEURL1B	9	4.4265e-02	1.4730e-01	0.804415	1
DHRS7C	9	4.4319e-02	1.4744e-01	0.804563	4
AFP	9	4.4331e-02	1.4747e-01	0.804563	6
LAMA1	10	4.4367e-02	1.4756e-01	0.804563	6
ZNF354A	8	4.4371e-02	1.4757e-01	0.804563	5
ENTPD1	9	4.4372e-02	1.4758e-01	0.804563	2
SPRED1	8	4.4419e-02	1.4769e-01	0.804563	2
MYL6B	11	4.4423e-02	1.4770e-01	0.804563	7
BMPER	9	4.4426e-02	1.4771e-01	0.804563	2
TAS2R7	11	4.4442e-02	1.4775e-01	0.804563	5
FKBP1B	10	4.4476e-02	1.4784e-01	0.804563	5
HSPA1L	10	4.4483e-02	1.4786e-01	0.804563	5
GRIP2	9	4.4485e-02	1.4786e-01	0.804563	6
RBFOX1	11	4.4505e-02	1.4791e-01	0.804563	5
USP18	9	4.4521e-02	1.4794e-01	0.804563	4
SOX2	7	4.4528e-02	1.4795e-01	0.804563	5
IFNL2	10	4.4551e-02	1.4801e-01	0.804618	4
CORIN	10	4.4591e-02	1.4811e-01	0.804928	5
ABCA5	7	4.4630e-02	1.4821e-01	0.805075	1
SPAG7	6	4.4633e-02	1.4822e-01	0.805075	4
PKHD1	8	4.4683e-02	1.4834e-01	0.805511	4
PTOV1	10	4.4733e-02	1.4847e-01	0.805677	5
TMPPE	12	4.4747e-02	1.4850e-01	0.805677	6
RNASEL	10	4.4784e-02	1.4860e-01	0.805677	6
KRBOX1	11	4.4794e-02	1.4862e-01	0.805677	4
SCN3A	9	4.4833e-02	1.4873e-01	0.805677	5
IQCB1	10	4.4861e-02	1.4880e-01	0.805677	6
SALL4	9	4.4873e-02	1.4883e-01	0.805677	6
PPIL3	9	4.4877e-02	1.4884e-01	0.805677	6
RXRG	11	4.4878e-02	1.4885e-01	0.805677	7
SYNDIG1L	8	4.4895e-02	1.4889e-01	0.805677	4
ZRANB1	10	4.4900e-02	1.4890e-01	0.805677	3
negative271	9	4.4939e-02	1.4901e-01	0.805677	5
DUSP16	10	4.4945e-02	1.4903e-01	0.805677	6
WBSCR28	11	4.4960e-02	1.4907e-01	0.805677	6
OR4F15	12	4.4961e-02	1.4908e-01	0.805677	5
EHD2	11	4.4984e-02	1.4913e-01	0.805677	7
ISOC1	5	4.5000e-02	1.4918e-01	0.805677	4
DHFR	4	4.5008e-02	1.4921e-01	0.805677	3
MOS	9	4.5014e-02	1.4922e-01	0.805677	6
CT83	9	4.5016e-02	1.4922e-01	0.805677	5
DLL3	8	4.5034e-02	1.4928e-01	0.805677	3
CCDC80	10	4.5043e-02	1.4930e-01	0.805677	4
C11orf96	10	4.5072e-02	1.4937e-01	0.805730	5
RAD54L	10	4.5083e-02	1.4939e-01	0.805730	6
JADE3	11	4.5164e-02	1.4963e-01	0.806130	6
SAA4	7	4.5169e-02	1.4965e-01	0.806130	5
ANGPT2	9	4.5177e-02	1.4967e-01	0.806130	3
FTMT	7	4.5178e-02	1.4967e-01	0.806130	5
FBXO11	11	4.5180e-02	1.4968e-01	0.806130	6
RALGAPA1	10	4.5234e-02	1.4982e-01	0.806688	4
CDC42EP5	9	4.5266e-02	1.4991e-01	0.806918	5
STUB1	5	4.5312e-02	1.5002e-01	0.807199	4
IGFBP7	7	4.5336e-02	1.5008e-01	0.807199	2
ISL2	9	4.5338e-02	1.5009e-01	0.807199	5
HGC6.3	8	4.5365e-02	1.5016e-01	0.807339	5
ITGAX	8	4.5401e-02	1.5026e-01	0.807656	5
KLHL8	12	4.5445e-02	1.5038e-01	0.807935	7
ANTXR1	11	4.5455e-02	1.5041e-01	0.807935	6
PRICKLE4	10	4.5467e-02	1.5044e-01	0.807935	4
CALML6	10	4.5496e-02	1.5052e-01	0.808125	6
EIF1AX	8	4.5516e-02	1.5057e-01	0.808171	1
PPP1R12A	11	4.5573e-02	1.5072e-01	0.808613	4
CNBD2	6	4.5577e-02	1.5073e-01	0.808613	2
AK3	4	4.5660e-02	1.5094e-01	0.808683	3
PRKD1	10	4.5674e-02	1.5097e-01	0.808683	3
EIF2B3	6	4.5710e-02	1.5105e-01	0.808683	3
DEFB131	11	4.5733e-02	1.5112e-01	0.808683	7
CFTR	7	4.5739e-02	1.5113e-01	0.808683	4
SH3RF3	11	4.5751e-02	1.5116e-01	0.808683	6
PHACTR2	9	4.5772e-02	1.5121e-01	0.808683	5
UQCRC2	9	4.5780e-02	1.5123e-01	0.808683	3
SMIM9	9	4.5810e-02	1.5131e-01	0.808683	4
DAXX	9	4.5822e-02	1.5134e-01	0.808683	6
OR1B1	10	4.5826e-02	1.5135e-01	0.808683	6
FAM171A1	8	4.5827e-02	1.5135e-01	0.808683	5
SAA2	8	4.5849e-02	1.5142e-01	0.808683	4
PDE1A	12	4.5869e-02	1.5147e-01	0.808683	7
NWD1	10	4.5875e-02	1.5148e-01	0.808683	6
SLN	10	4.5894e-02	1.5153e-01	0.808683	5
HMGA2	8	4.5909e-02	1.5157e-01	0.808683	5
BCOR	9	4.5918e-02	1.5160e-01	0.808683	6
SYNE2	12	4.5923e-02	1.5161e-01	0.808683	5
GAB2	9	4.5923e-02	1.5161e-01	0.808683	5
MBD3L2	8	4.5945e-02	1.5168e-01	0.808683	4
NUCKS1	7	4.5945e-02	1.5168e-01	0.808683	5
RAB3IL1	8	4.6063e-02	1.5198e-01	0.809308	3
SLC7A13	10	4.6072e-02	1.5201e-01	0.809308	6
MACROD2	12	4.6103e-02	1.5210e-01	0.809308	5
ZNF324B	9	4.6119e-02	1.5214e-01	0.809308	2
negative301	11	4.6130e-02	1.5217e-01	0.809308	6
SUSD6	10	4.6154e-02	1.5222e-01	0.809308	6
GSTM5	10	4.6179e-02	1.5228e-01	0.809308	6
CKAP4	11	4.6184e-02	1.5229e-01	0.809308	7
BCR	4	4.6229e-02	1.5241e-01	0.809308	3
WNK4	6	4.6231e-02	1.5242e-01	0.809308	2
MTRNR2L2	10	4.6242e-02	1.5245e-01	0.809308	6
KRTAP9-6	7	4.6244e-02	1.5246e-01	0.809308	4
EDNRA	11	4.6259e-02	1.5249e-01	0.809308	7
EIF3I	12	4.6264e-02	1.5250e-01	0.809308	4
LAMP3	10	4.6269e-02	1.5252e-01	0.809308	2
CD3E	11	4.6277e-02	1.5253e-01	0.809308	7
RPS6KA3	10	4.6290e-02	1.5257e-01	0.809308	5
SYCP1	8	4.6294e-02	1.5258e-01	0.809308	5
FAM231C	7	4.6300e-02	1.5260e-01	0.809308	4
IQCG	10	4.6329e-02	1.5268e-01	0.809345	5
ABCC9	9	4.6371e-02	1.5278e-01	0.809345	5
ZNF720	10	4.6388e-02	1.5283e-01	0.809345	1
CASP12	11	4.6392e-02	1.5284e-01	0.809345	7
CCDC144NL	11	4.6396e-02	1.5285e-01	0.809345	4
ANO9	10	4.6401e-02	1.5286e-01	0.809345	6
UPK3A	10	4.6507e-02	1.5313e-01	0.810526	4
SYNJ2BP	10	4.6543e-02	1.5323e-01	0.810719	4
AVIL	7	4.6551e-02	1.5325e-01	0.810719	2
negative147	9	4.6666e-02	1.5357e-01	0.811869	6
PDE11A	10	4.6674e-02	1.5359e-01	0.811869	6
GIPC1	12	4.6677e-02	1.5359e-01	0.811869	6
KRTAP20-1	9	4.6777e-02	1.5385e-01	0.812750	4
ZNF816-ZNF321P	8	4.6804e-02	1.5391e-01	0.812750	4
SPATC1	9	4.6836e-02	1.5400e-01	0.812750	3
THTPA	10	4.6837e-02	1.5400e-01	0.812750	6
DDX28	9	4.6837e-02	1.5400e-01	0.812750	4
FZD3	8	4.6842e-02	1.5402e-01	0.812750	4
SP7	9	4.6886e-02	1.5413e-01	0.812826	5
OR6C4	8	4.6897e-02	1.5415e-01	0.812826	2
AZI2	9	4.6899e-02	1.5416e-01	0.812826	6
NFAT5	8	4.6945e-02	1.5429e-01	0.813205	1
FDXR	7	4.6967e-02	1.5434e-01	0.813205	3
TMEM64	6	4.6973e-02	1.5436e-01	0.813205	4
TMEM132E	9	4.7015e-02	1.5448e-01	0.813527	5
UBE2L3	12	4.7024e-02	1.5450e-01	0.813527	6
SOWAHA	10	4.7118e-02	1.5473e-01	0.814320	6
CCDC66	11	4.7124e-02	1.5474e-01	0.814320	5
NINL	11	4.7157e-02	1.5483e-01	0.814509	7
ANKAR	7	4.7186e-02	1.5489e-01	0.814509	4
ITGA7	10	4.7190e-02	1.5490e-01	0.814509	6
ELMOD1	10	4.7232e-02	1.5501e-01	0.814587	6
HPX	12	4.7243e-02	1.5504e-01	0.814587	7
CCDC150	6	4.7247e-02	1.5505e-01	0.814587	2
GAREM	10	4.7282e-02	1.5513e-01	0.814587	6
C11orf98	6	4.7283e-02	1.5513e-01	0.814587	3
GNG3	11	4.7334e-02	1.5525e-01	0.814990	7
GLDN	8	4.7373e-02	1.5537e-01	0.815400	2
NLRP7	11	4.7456e-02	1.5559e-01	0.816158	7
SPANXN1	11	4.7466e-02	1.5561e-01	0.816158	6
ADD2	6	4.7480e-02	1.5565e-01	0.816158	4
STOX2	10	4.7511e-02	1.5573e-01	0.816164	3
C6orf99	8	4.7516e-02	1.5575e-01	0.816164	3
DNASE2B	7	4.7539e-02	1.5581e-01	0.816164	4
GATA5	11	4.7572e-02	1.5590e-01	0.816164	5
TRPM7	8	4.7572e-02	1.5590e-01	0.816164	5
ROPN1L	9	4.7575e-02	1.5590e-01	0.816164	6
DHH	11	4.7604e-02	1.5599e-01	0.816164	7
PCDHGA6	11	4.7616e-02	1.5603e-01	0.816164	5
DHX35	5	4.7618e-02	1.5603e-01	0.816164	2
VCX2	8	4.7659e-02	1.5614e-01	0.816524	2
ADGB	9	4.7683e-02	1.5621e-01	0.816617	6
SLC35A4	9	4.7731e-02	1.5633e-01	0.816617	5
ATP7A	12	4.7753e-02	1.5638e-01	0.816617	7
DEFB127	10	4.7765e-02	1.5641e-01	0.816617	3
NEMP2	9	4.7791e-02	1.5648e-01	0.816617	4
NR5A2	12	4.7793e-02	1.5649e-01	0.816617	5
ARSJ	8	4.7801e-02	1.5650e-01	0.816617	1
MYOF	10	4.7814e-02	1.5654e-01	0.816617	4
FAM104A	10	4.7827e-02	1.5657e-01	0.816617	4
GRIFIN	8	4.7834e-02	1.5659e-01	0.816617	4
SVBP	7	4.7886e-02	1.5673e-01	0.816993	3
CFHR5	9	4.7893e-02	1.5675e-01	0.816993	5
negative287	6	4.7910e-02	1.5679e-01	0.816997	4
ACVR1B	9	4.7934e-02	1.5686e-01	0.817046	2
SPRR2G	9	4.7955e-02	1.5692e-01	0.817046	5
MARCH1	9	4.7960e-02	1.5693e-01	0.817046	5
SUMF2	11	4.7980e-02	1.5698e-01	0.817115	5
EEFSEC	6	4.8034e-02	1.5713e-01	0.817538	2
SLC2A7	6	4.8056e-02	1.5720e-01	0.817538	3
CTAGE5	7	4.8063e-02	1.5722e-01	0.817538	3
LMAN1L	11	4.8069e-02	1.5724e-01	0.817538	4
CEP170B	9	4.8094e-02	1.5730e-01	0.817646	4
SLC16A6	11	4.8112e-02	1.5734e-01	0.817646	6
ZFAND6	12	4.8145e-02	1.5743e-01	0.817862	7
COG8	9	4.8175e-02	1.5749e-01	0.817977	2
COQ6	10	4.8197e-02	1.5757e-01	0.818021	6
GAS2L2	9	4.8204e-02	1.5759e-01	0.818021	3
APOL5	10	4.8232e-02	1.5765e-01	0.818021	6
LTA4H	9	4.8263e-02	1.5772e-01	0.818021	4
PIK3CD	11	4.8274e-02	1.5775e-01	0.818021	6
IFNA14	7	4.8278e-02	1.5776e-01	0.818021	4
SRP9	11	4.8365e-02	1.5797e-01	0.818783	2
PPP2R1B	9	4.8389e-02	1.5803e-01	0.818783	5
IGIP	9	4.8394e-02	1.5805e-01	0.818783	6
C8orf4	11	4.8418e-02	1.5810e-01	0.818783	6
CD44	10	4.8427e-02	1.5812e-01	0.818783	6
LPCAT3	11	4.8461e-02	1.5820e-01	0.818873	7
RBM25	10	4.8467e-02	1.5822e-01	0.818873	4
ARPC2	9	4.8525e-02	1.5838e-01	0.819117	5
FRK	10	4.8527e-02	1.5838e-01	0.819117	4
HJURP	6	4.8534e-02	1.5840e-01	0.819117	1
GADL1	8	4.8565e-02	1.5848e-01	0.819304	5
C1QTNF1	10	4.8589e-02	1.5853e-01	0.819304	6
ACOT6	9	4.8602e-02	1.5856e-01	0.819304	5
SLC6A1	8	4.8632e-02	1.5865e-01	0.819320	5
TYRO3	10	4.8645e-02	1.5868e-01	0.819320	2
CCR5	9	4.8656e-02	1.5870e-01	0.819320	5
KCNA10	6	4.8706e-02	1.5883e-01	0.819797	3
TAT	11	4.8756e-02	1.5896e-01	0.820231	6
SORBS1	9	4.8799e-02	1.5907e-01	0.820590	6
CCBE1	9	4.8815e-02	1.5912e-01	0.820617	6
MC5R	7	4.8870e-02	1.5926e-01	0.821128	5
TMEM114	11	4.8903e-02	1.5934e-01	0.821289	7
NAPEPLD	7	4.8930e-02	1.5940e-01	0.821417	4
ZSCAN4	10	4.8980e-02	1.5954e-01	0.821653	6
OR1G1	10	4.9001e-02	1.5959e-01	0.821653	3
KIAA2012	8	4.9023e-02	1.5964e-01	0.821653	5
C1orf21	9	4.9037e-02	1.5968e-01	0.821653	6
